Table S9. Genome-wide gene and transposable-element differential expression in Col-0 after 24-h 37°C heat stress. Transposable-element-level results.																			
																			
TE ID	TE alias	TE name	Canonical ONSEN copy	Chromosome	Start	End	Strand	Length (bp)	Mean NS signal	Mean HS signal	Mean signal (all samples)	Descriptive log2FC (HS / NS)	Model log2 fold change (HS / NS)	log2FC SE	Test statistic	P value	BH-adjusted P value	Statistically tested after expression filtering	DE call
AT1TE70160	RathE2_cons	AT1TE70160		1	21233452	21233483	+	32	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT1TE70170	ATSINE4	AT1TE70170		1	21237189	21237265	+	77	0	1.66666666666667	0.833333333333333	2.11547721741994						False	NS
AT1TE70175	ATENSPM1A	AT1TE70175		1	21239875	21240377	-	503	469.333333333333	394	431.666666666667	-0.252123771835807	-0.0189399529101273	0.173371567427489	-0.109244861721913	0.916156841181386	0.928979499672824	True	NS
AT1TE70185	ATCOPIA26	AT1TE70185		1	21244299	21244323	-	25	0	0	0	0						False	NS
AT1TE70190	ATCOPIA26	AT1TE70190		1	21244324	21249205	-	4882	0	0	0	0						False	NS
AT1TE70195	ATCOPIA26	AT1TE70195		1	21249206	21249261	-	56	0	0	0	0						False	NS
AT1TE70200	ATCOPIA65A	AT1TE70200		1	21249287	21249650	-	364	0	0	0	0						False	NS
AT1TE70205	ATREP10A	AT1TE70205		1	21250040	21250188	+	149	0	0	0	0						False	NS
AT1TE70210	ATLINEIII	AT1TE70210		1	21252458	21252855	+	398	0	0	0	0						False	NS
AT1TE70230	ATREP10	AT1TE70230		1	21260147	21261030	+	884	0	0	0	0						False	NS
AT1TE70390	ATCOPIA7	AT1TE70390		1	21309950	21310162	+	213	1.33333333333333	8.66666666666667	5	2.32192809488736						False	NS
AT1TE70420	ATREP11	AT1TE70420		1	21318380	21318939	-	560	0	0	0	0						False	NS
AT1TE70430	ATREP3	AT1TE70430		1	21324537	21324920	-	384	0	0	0	0						False	NS
AT1TE70460	ATREP1	AT1TE70460		1	21335506	21335548	+	43	0	0	0	0						False	NS
AT1TE70465	ATREP4	AT1TE70465		1	21335549	21335893	+	345	0	0	0	0						False	NS
AT1TE70470	ATREP2A	AT1TE70470		1	21335894	21336605	+	712	0	0	0	0						False	NS
AT1TE70480	ATMUN2	AT1TE70480		1	21341500	21342530	-	1031	0.666666666666667	1.33333333333333	1	0.652076696579693						False	NS
AT1TE70490	ATCOPIA22	AT1TE70490		1	21346162	21351041	-	4880	0.333333333333333	0.333333333333333	0.333333333333333	0						False	NS
AT1TE70520	HELITRONY1D	AT1TE70520		1	21359987	21360536	+	550	0	0	0	0						False	NS
AT1TE70530	ATENSPM6	AT1TE70530		1	21364456	21364685	-	230	185.666666666667	103	144.333333333333	-0.846964012262833	-0.632610705365886	0.14926538230081	-4.23816088911363	0.00409451530930187	0.0083764135003342	True	NS
AT1TE70535	ATSINE4	AT1TE70535		1	21365442	21365626	+	185	0	0	0	0						False	NS
AT1TE70545	ATREP10B	AT1TE70545		1	21369630	21370488	+	859	0	0	0	0						False	NS
AT1TE70550	ATMU6N1	AT1TE70550		1	21371690	21372150	-	461	99.6666666666667	60.6666666666667	80.1666666666667	-0.711584927867973	-0.488318719100025	0.210162708721358	-2.32352695714185	0.0541157554971952	0.0808082461262311	True	NS
AT1TE70555	META1	AT1TE70555		1	21374954	21375503	-	550	3	0	1.5	-2.8073549220576						False	NS
AT1TE70590	ATREP1	AT1TE70590		1	21386813	21387039	-	227	0	0	0	0						False	NS
AT1TE70595	ATREP3	AT1TE70595		1	21387040	21387932	-	893	0	0	0	0						False	NS
AT1TE70600	ATREP11A	AT1TE70600		1	21387933	21389492	-	1560	0	0	0	0						False	NS
AT1TE70605	ATREP10A	AT1TE70605		1	21389493	21389678	+	186	0	0	0	0						False	NS
AT1TE70610	BRODYAGA1A	AT1TE70610		1	21389679	21390066	+	388	0	0	0	0						False	NS
AT1TE70615	HELITRONY1B	AT1TE70615		1	21390067	21391113	+	1047	0	0	0	0						False	NS
AT1TE70620	VANDAL16	AT1TE70620		1	21391563	21391681	+	119	0	0	0	0						False	NS
AT1TE70625	ATREP4	AT1TE70625		1	21391811	21392244	-	434	0	0	0	0						False	NS
AT1TE70630	VANDAL16	AT1TE70630		1	21392851	21392997	+	147	0	0	0	0						False	NS
AT1TE70640	ATREP10D	AT1TE70640		1	21398752	21399739	-	988	0	0	0	0						False	NS
AT1TE70645	HELITRONY1D	AT1TE70645		1	21400669	21401371	+	703	0	0	0	0						False	NS
AT1TE70650	ARNOLD3	AT1TE70650		1	21401680	21401703	-	24	0	0	0	0						False	NS
AT1TE70655	BRODYAGA2	AT1TE70655		1	21401704	21401734	+	31	0	0	0	0						False	NS
AT1TE70660	ATREP5	AT1TE70660		1	21401735	21402968	+	1234	0	0	0	0						False	NS
AT1TE70665	HELITRONY1D	AT1TE70665		1	21402969	21403099	-	131	0	0	0	0						False	NS
AT1TE70670	ATREP15	AT1TE70670		1	21403100	21403361	+	262	0	0	0	0						False	NS
AT1TE70675	ATREP15	AT1TE70675		1	21405943	21406616	-	674	0.333333333333333	0	0.166666666666667	-0.736965594166206						False	NS
AT1TE70690	ATLINE2	AT1TE70690		1	21413257	21413622	-	366	1	6.66666666666667	3.83333333333333	2.25633975325979						False	NS
AT1TE70700	ATLINE1_6	AT1TE70700		1	21418459	21418545	-	87	0	0	0	0						False	NS
AT1TE70720	ARNOLD2	AT1TE70720		1	21425429	21425569	-	141	2	2	2	0						False	NS
AT1TE70725	ATREP11	AT1TE70725		1	21426156	21426198	-	43	0	0	0	0						False	NS
AT1TE70730	HELITRONY1A	AT1TE70730		1	21426199	21426414	-	216	0	0	0	0						False	NS
AT1TE70735	ATREP13	AT1TE70735		1	21428116	21428825	-	710	0	0	0	0						False	NS
AT1TE70740	ATREP6	AT1TE70740		1	21428826	21429034	-	209	0	0	0	0						False	NS
AT1TE70745	ATLINE1A	AT1TE70745		1	21429062	21429163	-	102	0	0.333333333333333	0.166666666666667	0.736965594166206						False	NS
AT1TE70770	ATHPOGON3	AT1TE70770		1	21439107	21439196	+	90	0	0	0	0						False	NS
AT1TE70780	ATREP15	AT1TE70780		1	21444634	21444818	-	185	0	0	0	0						False	NS
AT1TE70785	HELITRONY1B	AT1TE70785		1	21444819	21445511	-	693	0	0	0	0						False	NS
AT1TE70795	HELITRONY1E	AT1TE70795		1	21449264	21449290	+	27	0	0	0	0						False	NS
AT1TE70800	ATREP3	AT1TE70800		1	21449291	21450131	+	841	0	0	0	0						False	NS
AT1TE70805	ATLINE1_1	AT1TE70805		1	21450132	21455990	-	5859	0	0.166666666666667	0.0833333333333333	0.415037499278844						False	NS
AT1TE70810	ATREP3	AT1TE70810		1	21455991	21456069	+	79	0	0	0	0						False	NS
AT1TE70815	TSCL	AT1TE70815		1	21457401	21457500	-	100	0.666666666666667	2.33333333333333	1.5	1.28010791919274						False	NS
AT1TE70850	VANDAL20	AT1TE70850		1	21470187	21470365	+	179	0	0	0	0						False	NS
AT1TE70855	BRODYAGA1A	AT1TE70855		1	21470452	21470628	+	177	0	0	0	0						False	NS
AT1TE70860	VANDAL20	AT1TE70860		1	21471749	21471898	+	150	0	0	0	0						False	NS
AT1TE70865	VANDAL20	AT1TE70865		1	21472096	21472272	+	177	0	0	0	0						False	NS
AT1TE70875	ATCOPIA39	AT1TE70875		1	21476036	21477001	+	966	0	0	0	0						False	NS
AT1TE70880	ATREP15	AT1TE70880		1	21477381	21477447	+	67	0	0	0	0						False	NS
AT1TE70885	HELITRONY1D	AT1TE70885		1	21477448	21478566	-	1119	0	0	0	0						False	NS
AT1TE70960	HELITRONY3	AT1TE70960		1	21502044	21502166	-	123	0	0	0	0						False	NS
AT1TE70965	ATTIRX1A	AT1TE70965		1	21502167	21502194	+	28	0	0	0	0						False	NS
AT1TE70970	ATTIRX1A	AT1TE70970		1	21502195	21502488	+	294	0	1.16666666666667	0.583333333333333	1.73696559416621						False	NS
AT1TE70975	ATDNA2T9A	AT1TE70975		1	21502489	21502537	+	49	0	1.16666666666667	0.583333333333333	1.73696559416621						False	NS
AT1TE70985	RP1_AT	AT1TE70985		1	21507773	21508044	+	272	0	0	0	0						False	NS
AT1TE70990	RathE3_cons	AT1TE70990		1	21508830	21508954	+	125	0	0	0	0						False	NS
AT1TE70995	ATLANTYS3	AT1TE70995		1	21509601	21510092	+	492	0	0	0	0						False	NS
AT1TE71005	ATHATN3	AT1TE71005		1	21514821	21515306	-	486	0	0	0	0						False	NS
AT1TE71030	ATREP5	AT1TE71030		1	21523739	21523953	-	215	0.89	1518.72	759.805	10.094030205014	10.8992798085175	0.540279459612767	20.173411397741	2.50077648158805e-07	1.78106148739542e-06	True	Up
AT1TE71035	ATREP5	AT1TE71035		1	21523954	21524951	+	998	0.556666666666667	1725.63666666667	863.096666666667	10.673810639267	11.2663611902457	0.438535951886658	25.6908496139845	4.91124707914464e-08	5.07915579193783e-07	True	Up
AT1TE71040	ATHATN5	AT1TE71040		1	21524157	21524517	-	361	0.556666666666667	647.886666666667	324.221666666667	9.2611902739113	9.85244980214784	0.455141653808083	21.6469965333085	1.55727431726456e-07	1.2254057455329e-06	True	Up
AT1TE71045	ATCOPIA78	AT1TE71045	ONSEN4	1	21524995	21529851	-	4857	9.33333333333333	6624.71666666667	3317.025	9.39607137229241	9.84463930740291	0.383432212718222	25.6750449776049	4.93168863186729e-08	5.07915579193783e-07	True	Up
AT1TE71050	ATREP19	AT1TE71050		1	21531901	21531943	-	43	1	0	0.5	-1.58496250072116						False	NS
AT1TE71055	HELITRONY1B	AT1TE71055		1	21531944	21532391	+	448	0	0	0	0						False	NS
AT1TE71060	BRODYAGA1A	AT1TE71060		1	21532392	21532411	-	20	0	0	0	0						False	NS
AT1TE71080	ATREP3	AT1TE71080		1	21540010	21540750	-	741	10.3333333333333	0.666666666666667	5.5	-3.21501289097085						False	NS
AT1TE71085	ATHPOGON1	AT1TE71085		1	21540215	21540531	+	317	0	0	0	0						False	NS
AT1TE71160	ATCOPIA48	AT1TE71160		1	21565572	21565642	-	71	0	0	0	0						False	NS
AT1TE71210	ATDNA12T3_2	AT1TE71210		1	21581778	21582008	-	231	0	0	0	0						False	NS
AT1TE71215	ATCOPIA26	AT1TE71215		1	21582696	21583070	-	375	0	0	0	0						False	NS
AT1TE71270	ATENSPM2	AT1TE71270		1	21601871	21601922	+	52	0	0	0	0						False	NS
AT1TE71275	ATREP1	AT1TE71275		1	21601923	21602156	-	234	0	0	0	0						False	NS
AT1TE71280	ARNOLDY2	AT1TE71280		1	21602870	21602973	+	104	0	0	0	0						False	NS
AT1TE71285	ATREP3	AT1TE71285		1	21602974	21604616	+	1643	0	0	0	0						False	NS
AT1TE71290	ATREP11	AT1TE71290		1	21604617	21604825	+	209	0	0	0	0						False	NS
AT1TE71300	TNAT1A	AT1TE71300		1	21608105	21608573	-	469	0	0	0	0						False	NS
AT1TE71305	ATREP3	AT1TE71305		1	21609620	21609904	+	285	0	0	0	0						False	NS
AT1TE71310	BRODYAGA2	AT1TE71310		1	21609924	21610652	+	729	0	0	0	0						False	NS
AT1TE71315	ATREP19	AT1TE71315		1	21610653	21610855	+	203	0	0	0	0						False	NS
AT1TE71325	ATREP10D	AT1TE71325		1	21614849	21615287	-	439	6.33333333333333	0.833333333333333	3.58333333333333	-2.35755200461808						False	NS
AT1TE71330	ATREP1	AT1TE71330		1	21615298	21616150	-	853	6.66666666666667	0.5	3.58333333333333	-2.84130225398094						False	NS
AT1TE71335	ATREP14	AT1TE71335		1	21616151	21616179	-	29	1	0	0.5	-1.58496250072116						False	NS
AT1TE71350	BRODYAGA1A	AT1TE71350		1	21622740	21622833	-	94	0	0	0	0						False	NS
AT1TE71355	ATTIRX1D	AT1TE71355		1	21623610	21623717	-	108	3	2.66666666666667	2.83333333333333	-0.144389909335175						False	NS
AT1TE71360	ATREP4	AT1TE71360		1	21626432	21626455	+	24	0	0	0	0						False	NS
AT1TE71365	ATREP10D	AT1TE71365		1	21626456	21627325	+	870	0	0	0	0						False	NS
AT1TE71370	VANDALNX1	AT1TE71370		1	21628787	21628868	-	82	0	0	0	0						False	NS
AT1TE71400	HELITRONY1D	AT1TE71400		1	21636862	21637408	-	547	0	0	0	0						False	NS
AT1TE71405	ATDNA12T3_2	AT1TE71405		1	21637419	21638230	-	812	0	0	0	0						False	NS
AT1TE71410	ATREP11A	AT1TE71410		1	21640050	21640383	+	334	0	0	0	0						False	NS
AT1TE71415	RP1_AT	AT1TE71415		1	21640521	21640771	-	251	0	0	0	0						False	NS
AT1TE71440	ATDNA12T3_2	AT1TE71440		1	21650169	21650836	+	668	0	0	0	0						False	NS
AT1TE71445	ATREP1	AT1TE71445		1	21651288	21651722	-	435	0	0	0	0						False	NS
AT1TE71450	BRODYAGA1	AT1TE71450		1	21651912	21652499	+	588	0	0	0	0						False	NS
AT1TE71455	TNAT1A	AT1TE71455		1	21652500	21652519	-	20	0	0	0	0						False	NS
AT1TE71465	DT1	AT1TE71465		1	21656659	21656890	+	232	0	0	0	0						False	NS
AT1TE71470	ATREP10D	AT1TE71470		1	21658189	21658307	-	119	0	0	0	0						False	NS
AT1TE71475	ATREP4	AT1TE71475		1	21658308	21658434	-	127	0	0	0	0						False	NS
AT1TE71480	ATREP15	AT1TE71480		1	21658435	21659418	+	984	0	0	0	0						False	NS
AT1TE71485	RathE1_cons	AT1TE71485		1	21659915	21660054	-	140	0	0	0	0						False	NS
AT1TE71490	ATREP10B	AT1TE71490		1	21662483	21662906	+	424	0.333333333333333	0	0.166666666666667	-0.736965594166206						False	NS
AT1TE71500	ATREP11	AT1TE71500		1	21668900	21669417	+	518	0	0	0	0						False	NS
AT1TE71505	ATENSPM10	AT1TE71505		1	21672425	21672494	+	70	0	0	0	0						False	NS
AT1TE71515	ATREP10B	AT1TE71515		1	21675558	21675921	+	364	0	0	0	0						False	NS
AT1TE71520	ATREP3	AT1TE71520		1	21675922	21676322	-	401	0	0	0	0						False	NS
AT1TE71525	ATREP10D	AT1TE71525		1	21676323	21676540	-	218	10	6	8	-0.691877704637668	-0.607788751629494	0.956837668339731	-0.635205711209202	0.546031952808334	0.601947964609089	True	NS
AT1TE71535	ATLINE2	AT1TE71535		1	21680982	21681096	-	115	0	0	0	0						False	NS
AT1TE71540	HELITRONY3	AT1TE71540		1	21681523	21682456	+	934	0	0	0	0						False	NS
AT1TE71545	HELITRONY3	AT1TE71545		1	21682457	21682493	+	37	0	0	0	0						False	NS
AT1TE71550	RathE1_cons	AT1TE71550		1	21683264	21683488	+	225	0	0	0	0						False	NS
AT1TE71610	ATCOPIA66	AT1TE71610		1	21700577	21700681	-	105	0	0	0	0						False	NS
AT1TE71620	ATCOPIA66	AT1TE71620		1	21705756	21705924	-	169	0.833333333333333	0.166666666666667	0.5	-1						False	NS
AT1TE71625	TA1_AT	AT1TE71625		1	21705925	21705951	-	27	0.166666666666667	0.166666666666667	0.166666666666667	0						False	NS
AT1TE71635	HELITRON4	AT1TE71635		1	21709587	21709942	-	356	0	0	0	0						False	NS
AT1TE71640	ATDNA12T3_2	AT1TE71640		1	21710249	21710625	-	377	0	0	0	0						False	NS
AT1TE71645	TNAT1A	AT1TE71645		1	21710817	21710892	+	76	0	0	0	0						False	NS
AT1TE71670	ATREP10	AT1TE71670		1	21719460	21719616	+	157	0	0	0	0						False	NS
AT1TE71680	ATREP7	AT1TE71680		1	21725050	21725710	+	661	0	0	0	0						False	NS
AT1TE71685	ATREP3	AT1TE71685		1	21725711	21725926	+	216	0	0	0	0						False	NS
AT1TE71690	ATREP10B	AT1TE71690		1	21725927	21726790	+	864	0	0	0	0						False	NS
AT1TE71695	ATREP4	AT1TE71695		1	21726791	21726831	-	41	0	0	0	0						False	NS
AT1TE71705	ATHATN6	AT1TE71705		1	21731638	21732236	+	599	0	0	0	0						False	NS
AT1TE71720	ATREP4	AT1TE71720		1	21738388	21738688	+	301	54.1666666666667	19.6666666666667	36.9166666666667	-1.43868876734349	-1.25936021295571	0.285676755705638	-4.40833980295322	0.00333823924905377	0.00703162376737816	True	Down
AT1TE71725	HELITRONY3	AT1TE71725		1	21738689	21740552	+	1864	0.166666666666667	0	0.0833333333333333	-0.415037499278844						False	NS
AT1TE71730	HELITRONY3	AT1TE71730		1	21740553	21740591	+	39	0	0	0	0						False	NS
AT1TE71735	ATREP5	AT1TE71735		1	21740592	21740634	-	43	0	0	0	0						False	NS
AT1TE71740	SIMPLEHAT1	AT1TE71740		1	21741593	21741796	-	204	0	0	0	0						False	NS
AT1TE71745	ATDNAI27T9B	AT1TE71745		1	21741797	21742041	-	245	0	4	2	3.16992500144231						False	NS
AT1TE71750	ATDNAI27T9C	AT1TE71750		1	21744009	21744194	-	186	1.66666666666667	3.33333333333333	2.5	0.823122237915921						False	NS
AT1TE71755	SIMPLEHAT1	AT1TE71755		1	21744195	21745093	-	899	0	4.33333333333333	2.16666666666667	3.27301849440642						False	NS
AT1TE71760	ATREP10	AT1TE71760		1	21746489	21746511	+	23	415.72	363.86	389.79	-0.191981703858561	0.0258515960094048	0.110643044871982	0.233648631410279	0.822124106982785	0.848581849944301	True	NS
AT1TE71765	ATREP10	AT1TE71765		1	21746512	21746739	+	228	38.7766666666667	535.36	287.068333333333	3.7701117268567	3.99465633942751	0.191286181339123	20.8831412256882	1.98260248839649e-07	1.49836252810109e-06	True	Up
AT1TE71770	ATHATN3	AT1TE71770		1	21746740	21747327	-	588	163.276666666667	2332.02666666667	1247.65166666667	3.83209183947826	4.08278049537599	0.167957890421938	24.3083577980133	7.13269950262735e-08	6.75036110586489e-07	True	Up
AT1TE71775	ATCOPIA8B	AT1TE71775		1	21748194	21753388	+	5195	514.166666666667	2536.25	1525.20833333333	2.3012710950566	2.52780384422781	0.149107434606401	16.9529027905312	8.00977463223836e-07	5.00849300664667e-06	True	Up
AT1TE71780	ATCOPIA67	AT1TE71780		1	21753390	21753542	-	153	7.66666666666667	1.16666666666667	4.41666666666667	-2.29278174922785						False	NS
AT1TE71785	VANDAL1N1	AT1TE71785		1	21754301	21754352	-	52	57.9466666666667	2.33333333333333	30.14	-4.36654850160271	-4.61243180442206	0.913938265354876	-5.04676516923283	0.00161122865546629	0.00380358584846593	True	Down
AT1TE71790	VANDAL1N1	AT1TE71790		1	21754363	21755189	-	827	170.086666666667	2.75	86.4183333333333	-5.71392135928858	-6.04163999445533	0.689033954750876	-8.76827615358915	5.93242923591133e-05	0.00021828430516024	True	Down
AT1TE71795	VANDAL1N1	AT1TE71795		1	21755190	21755255	-	66	9.14	0.0833333333333333	4.61166666666667	-4.04664072511879						False	NS
AT1TE71800	VANDAL1N1	AT1TE71800		1	21755256	21755276	-	21	7.92	0.0833333333333333	4.00166666666667	-3.85142781195522						False	NS
AT1TE71805	VANDAL1	AT1TE71805		1	21755304	21755914	-	611	27.1366666666667	0.0833333333333333	13.61	-5.56611929240769	-5.34000335168053	0.285240924487343	-18.7210280617271	4.12691554357322e-07	2.71807196145684e-06	True	Down
AT1TE71810	ATREP3	AT1TE71810		1	21755963	21756732	-	770	9.72333333333333	0	4.86166666666667	-4.35379376077114						False	NS
AT1TE71815	VANDAL1N1	AT1TE71815		1	21756214	21756635	-	422	7	0	3.5	-3.90689059560852						False	NS
AT1TE71820	VANDAL2N1	AT1TE71820		1	21756733	21756999	-	267	4.05666666666667	0	2.02833333333333	-3.18797883711018						False	NS
AT1TE71825	VANDAL1N1	AT1TE71825		1	21757000	21758625	-	1626	92.7233333333333	4.16666666666667	48.445	-4.32022677297028	-4.79990839392896	0.715619366517428	-6.7073483733228	0.000310526215753196	0.000911194943152883	True	Down
AT1TE71830	SIMPLEHAT2	AT1TE71830		1	21758660	21759682	+	1023	30.5	9.16666666666667	19.8333333333333	-1.68117781598046	-1.49019502564011	0.306261871292734	-4.86575432766079	0.00196921504471328	0.00449708783580719	True	Down
AT1TE71840	ATCOPIA87	AT1TE71840		1	21765453	21765598	+	146	483.333333333333	6.66666666666667	245	-6.07706410192456	-6.00002358938813	0.267406018992501	-22.4378778458101	1.22325775434912e-07	1.00786844779902e-06	True	Down
AT1TE71880	ATREP6	AT1TE71880		1	21776812	21776839	-	28	0	0	0	0						False	NS
AT1TE71885	ATREP6	AT1TE71885		1	21776840	21777347	-	508	0	0	0	0						False	NS
AT1TE71890	HELITRONY1D	AT1TE71890		1	21779493	21779632	+	140	0	0	0	0						False	NS
AT1TE71895	HELITRONY3	AT1TE71895		1	21779633	21779960	+	328	0	0	0	0						False	NS
AT1TE71905	ATCOPIA87	AT1TE71905		1	21784072	21784217	+	146	339.723333333333	391.723333333333	365.723333333333	0.205193276005257	0.418703191163903	0.138521541960005	3.02265759707465	0.0199605381719681	0.0333894034230135	True	NS
AT1TE71910	ATCOPIA87	AT1TE71910		1	21786594	21786755	+	162	0	0	0	0						False	NS
AT1TE71915	BRODYAGA2	AT1TE71915		1	21786756	21787461	+	706	0	0	0	0						False	NS
AT1TE71920	BRODYAGA2	AT1TE71920		1	21787462	21787701	+	240	0	0	0	0						False	NS
AT1TE71925	ATREP6	AT1TE71925		1	21788068	21788193	-	126	0	0	0	0						False	NS
AT1TE71930	ATREP6	AT1TE71930		1	21788194	21788858	-	665	0	0	0	0						False	NS
AT1TE71935	ATREP6	AT1TE71935		1	21788859	21788917	-	59	0	0	0	0						False	NS
AT1TE71940	HELITRONY3	AT1TE71940		1	21791187	21791533	+	347	0	0	0	0						False	NS
AT1TE71950	ATRE1	AT1TE71950		1	21796938	21801751	-	4814	112.14	2693.80666666667	1402.97333333333	4.5801229238602	4.78341847140677	0.353492738548931	13.5318719446472	3.5741424196258e-06	1.9107565454539e-05	True	Up
AT1TE71955	ATCOPIA87	AT1TE71955		1	21801805	21801951	+	147	4.44333333333333	9.66666666666667	7.055	1.04029064488298						False	NS
AT1TE71990	ATREP6	AT1TE71990		1	21813070	21813097	-	28	0	0	0	0						False	NS
AT1TE71995	ATREP6	AT1TE71995		1	21813098	21813605	-	508	0	0	0	0						False	NS
AT1TE72000	HELITRONY3	AT1TE72000		1	21815891	21816218	+	328	0	0	0	0						False	NS
AT1TE72010	ATCOPIA87	AT1TE72010		1	21820330	21820475	+	146	337.446666666667	388.613333333333	363.03	0.20339483209894	0.416363021934405	0.138290223744743	3.01079144034745	0.0202925589779175	0.0338370368354005	True	NS
AT1TE72015	ATCOPIA87	AT1TE72015		1	21822852	21823013	+	162	0	0	0	0						False	NS
AT1TE72020	BRODYAGA2	AT1TE72020		1	21823014	21823719	+	706	0	0	0	0						False	NS
AT1TE72025	BRODYAGA2	AT1TE72025		1	21823720	21823959	+	240	0	0	0	0						False	NS
AT1TE72030	TAG3N1	AT1TE72030		1	21824337	21824375	+	39	0	0	0	0						False	NS
AT1TE72035	ATREP6	AT1TE72035		1	21824452	21825116	-	665	0	0	0	0						False	NS
AT1TE72040	ATREP6	AT1TE72040		1	21825117	21825175	-	59	0	0	0	0						False	NS
AT1TE72045	ATREP9	AT1TE72045		1	21827222	21827444	+	223	0	0	0	0						False	NS
AT1TE72050	HELITRONY3	AT1TE72050		1	21827445	21827791	+	347	0	0	0	0						False	NS
AT1TE72060	ATRE1	AT1TE72060		1	21833196	21838009	-	4814	114.193333333333	2701.75	1407.97166666667	4.55830771169918	4.76583863751479	0.329972388262301	14.4431437509442	2.32352628032353e-06	1.29146262300522e-05	True	Up
AT1TE72065	ATCOPIA87	AT1TE72065		1	21838063	21838209	+	147	6.05666666666667	11.7766666666667	8.91666666666667	0.904884439621208						False	NS
AT1TE72110	ATSINE4	AT1TE72110		1	21853674	21853894	+	221	0	0	0	0						False	NS
AT1TE72115	ATREP19	AT1TE72115		1	21856786	21856929	-	144	0	0	0	0						False	NS
AT1TE72120	HELITRONY1B	AT1TE72120		1	21856930	21857822	+	893	0	0	0	0						False	NS
AT1TE72125	HELITRONY3	AT1TE72125		1	21857823	21857845	-	23	0	0	0	0						False	NS
AT1TE72135	ATREP8	AT1TE72135		1	21862880	21863235	+	356	109.333333333333	83.3333333333333	96.3333333333333	-0.389720065202525	-0.177839658495642	0.206067873523515	-0.863014964219291	0.417477551649339	0.480392861180029	True	NS
AT1TE72160	HELITRONY1D	AT1TE72160		1	21872093	21872178	-	86	0	0	0	0						False	NS
AT1TE72165	ATREP10D	AT1TE72165		1	21872179	21872788	+	610	0	0	0	0						False	NS
AT1TE72170	ATHILA4	AT1TE72170		1	21872791	21873779	-	989	0	0	0	0						False	NS
AT1TE72175	BOMZH2	AT1TE72175		1	21873780	21873966	-	187	0	0	0	0						False	NS
AT1TE72185	HELITRONY1A	AT1TE72185		1	21877179	21877356	-	178	0.333333333333333	0	0.166666666666667	-0.736965594166206						False	NS
AT1TE72230	ATENSPM5	AT1TE72230		1	21891494	21891623	+	130	237.5	245	241.25	0.0447614510067497	0.255952014952918	0.144446122555473	1.77195490210976	0.120875319390483	0.163883482977951	True	NS
AT1TE72300	ATREP10A	AT1TE72300		1	21911674	21911704	-	31	0	0	0	0						False	NS
AT1TE72305	BRODYAGA2	AT1TE72305		1	21911705	21911772	+	68	0	0	0	0						False	NS
AT1TE72310	ATREP10D	AT1TE72310		1	21911773	21913054	-	1282	0	0	0	0						False	NS
AT1TE72320	HELITRONY3	AT1TE72320		1	21918226	21918285	-	60	0	0	0	0						False	NS
AT1TE72325	ATREP1	AT1TE72325		1	21918286	21919763	+	1478	0.333333333333333	0.666666666666667	0.5	0.485426827170242						False	NS
AT1TE72330	ATREP2	AT1TE72330		1	21918430	21918995	+	566	0	0	0	0						False	NS
AT1TE72360	HELITRONY3	AT1TE72360		1	21929379	21929504	-	126	0.333333333333333	4	2.16666666666667	2.43295940727611						False	NS
AT1TE72365	ATTIR16T3A	AT1TE72365		1	21929509	21930036	-	528	0	1.33333333333333	0.666666666666667	1.87446911791614						False	NS
AT1TE72370	BRODYAGA2	AT1TE72370		1	21932471	21932882	-	412	0	0	0	0						False	NS
