Table S7D. Region-level non-redundant HSF motif-coordinate placement metrics across PWM-score thresholds.					
					
Region ID	Region class	Region length (bp)	Relative PWM-score threshold	Non-redundant HSF motif-coordinate placements	Density (placements/kb)
BG_LTR_like_02232	Strict non-ONSEN TE background	452	0.85	4	8.84955752212389
BG_LTR_like_02233	Strict non-ONSEN TE background	1536	0.85	14	9.11458333333333
BG_LTR_like_02234	Strict non-ONSEN TE background	423	0.85	1	2.36406619385343
BG_LTR_like_02235	Strict non-ONSEN TE background	311	0.85	2	6.43086816720257
BG_LTR_like_02236	Strict non-ONSEN TE background	205	0.85	1	4.8780487804878
BG_LTR_like_02237	Strict non-ONSEN TE background	509	0.85	1	1.96463654223969
BG_LTR_like_02238	Strict non-ONSEN TE background	416	0.85	8	19.2307692307692
BG_LTR_like_02243	Strict non-ONSEN TE background	1640	0.85	8	4.8780487804878
BG_LTR_like_02244	Strict non-ONSEN TE background	800	0.85	19	23.75
BG_LTR_like_02245	Strict non-ONSEN TE background	995	0.85	5	5.0251256281407
BG_LTR_like_02250	Strict non-ONSEN TE background	796	0.85	3	3.76884422110553
BG_LTR_like_02251	Strict non-ONSEN TE background	1656	0.85	22	13.2850241545894
BG_LTR_like_02252	Strict non-ONSEN TE background	585	0.85	1	1.70940170940171
BG_LTR_like_02253	Strict non-ONSEN TE background	1662	0.85	25	15.0421179302046
BG_LTR_like_02254	Strict non-ONSEN TE background	211	0.85	18	85.3080568720379
BG_LTR_like_02255	Strict non-ONSEN TE background	234	0.85	0	0
BG_LTR_like_02256	Strict non-ONSEN TE background	1232	0.85	16	12.987012987013
BG_LTR_like_02257	Strict non-ONSEN TE background	1199	0.85	5	4.17014178482068
BG_LTR_like_02260	Strict non-ONSEN TE background	325	0.85	2	6.15384615384615
BG_LTR_like_02261	Strict non-ONSEN TE background	1137	0.85	6	5.27704485488127
BG_LTR_like_02280	Strict non-ONSEN TE background	1617	0.85	7	4.32900432900433
BG_LTR_like_02281	Strict non-ONSEN TE background	1443	0.85	9	6.23700623700624
BG_LTR_like_02288	Strict non-ONSEN TE background	1204	0.85	13	10.797342192691
BG_LTR_like_02289	Strict non-ONSEN TE background	1136	0.85	9	7.92253521126761
BG_LTR_like_02290	Strict non-ONSEN TE background	717	0.85	3	4.18410041841004
BG_LTR_like_02291	Strict non-ONSEN TE background	837	0.85	10	11.94743130227
BG_LTR_like_02298	Strict non-ONSEN TE background	586	0.85	2	3.41296928327645
BG_LTR_like_02299	Strict non-ONSEN TE background	1118	0.85	10	8.94454382826476
BG_LTR_like_02300	Strict non-ONSEN TE background	214	0.85	3	14.018691588785
BG_LTR_like_02301	Strict non-ONSEN TE background	1064	0.85	16	15.0375939849624
BG_LTR_like_02304	Strict non-ONSEN TE background	546	0.85	2	3.66300366300366
BG_LTR_like_02305	Strict non-ONSEN TE background	989	0.85	0	0
BG_LTR_like_02308	Strict non-ONSEN TE background	1526	0.85	11	7.2083879423329
BG_LTR_like_02309	Strict non-ONSEN TE background	1791	0.85	8	4.46677833612507
BG_LTR_like_02312	Strict non-ONSEN TE background	684	0.85	7	10.233918128655
BG_LTR_like_02313	Strict non-ONSEN TE background	270	0.85	7	25.9259259259259
BG_LTR_like_02316	Strict non-ONSEN TE background	1315	0.85	26	19.7718631178707
BG_LTR_like_02317	Strict non-ONSEN TE background	1439	0.85	8	5.55941626129256
BG_LTR_like_02318	Strict non-ONSEN TE background	1389	0.85	15	10.7991360691145
BG_LTR_like_02319	Strict non-ONSEN TE background	1068	0.85	6	5.61797752808989
BG_LTR_like_02320	Strict non-ONSEN TE background	606	0.85	13	21.4521452145215
BG_LTR_like_02321	Strict non-ONSEN TE background	1011	0.85	6	5.93471810089021
BG_LTR_like_02322	Strict non-ONSEN TE background	606	0.85	10	16.5016501650165
BG_LTR_like_02323	Strict non-ONSEN TE background	1788	0.85	24	13.4228187919463
BG_LTR_like_02328	Strict non-ONSEN TE background	344	0.85	1	2.90697674418605
BG_LTR_like_02333	Strict non-ONSEN TE background	931	0.85	4	4.29645542427497
BG_LTR_like_02334	Strict non-ONSEN TE background	1579	0.85	5	3.16656111462951
BG_LTR_like_02335	Strict non-ONSEN TE background	1392	0.85	10	7.18390804597701
BG_LTR_like_02338	Strict non-ONSEN TE background	247	0.85	6	24.2914979757085
BG_LTR_like_02339	Strict non-ONSEN TE background	436	0.85	8	18.348623853211
BG_LTR_like_02340	Strict non-ONSEN TE background	227	0.85	0	0
BG_LTR_like_02341	Strict non-ONSEN TE background	1573	0.85	10	6.35727908455181
BG_LTR_like_02342	Strict non-ONSEN TE background	1543	0.85	14	9.07323395981854
BG_LTR_like_02343	Strict non-ONSEN TE background	372	0.85	0	0
BG_LTR_like_02344	Strict non-ONSEN TE background	282	0.85	5	17.7304964539007
BG_LTR_like_02345	Strict non-ONSEN TE background	1608	0.85	14	8.70646766169154
BG_LTR_like_02346	Strict non-ONSEN TE background	631	0.85	6	9.50871632329636
BG_LTR_like_02347	Strict non-ONSEN TE background	281	0.85	2	7.11743772241993
BG_LTR_like_02348	Strict non-ONSEN TE background	1135	0.85	3	2.6431718061674
BG_LTR_like_02349	Strict non-ONSEN TE background	623	0.85	3	4.81540930979133
BG_LTR_like_02350	Strict non-ONSEN TE background	450	0.85	4	8.88888888888889
BG_LTR_like_02351	Strict non-ONSEN TE background	807	0.85	9	11.1524163568773
BG_LTR_like_02352	Strict non-ONSEN TE background	273	0.85	1	3.66300366300366
BG_LTR_like_02353	Strict non-ONSEN TE background	284	0.85	4	14.0845070422535
BG_LTR_like_02356	Strict non-ONSEN TE background	1948	0.85	10	5.13347022587269
BG_LTR_like_02357	Strict non-ONSEN TE background	1318	0.85	25	18.9681335356601
BG_LTR_like_02361	Strict non-ONSEN TE background	211	0.85	0	0
BG_LTR_like_02364	Strict non-ONSEN TE background	1210	0.85	8	6.61157024793388
BG_LTR_like_02365	Strict non-ONSEN TE background	1451	0.85	21	14.4727773949001
BG_LTR_like_02366	Strict non-ONSEN TE background	1094	0.85	15	13.7111517367459
BG_LTR_like_02367	Strict non-ONSEN TE background	421	0.85	0	0
BG_LTR_like_02372	Strict non-ONSEN TE background	599	0.85	9	15.025041736227
BG_LTR_like_02373	Strict non-ONSEN TE background	1216	0.85	6	4.93421052631579
BG_LTR_like_02374	Strict non-ONSEN TE background	1991	0.85	28	14.0632847815168
BG_LTR_like_02375	Strict non-ONSEN TE background	505	0.85	0	0
BG_LTR_like_02376	Strict non-ONSEN TE background	592	0.85	3	5.06756756756757
BG_LTR_like_02377	Strict non-ONSEN TE background	1398	0.85	8	5.72246065808298
BG_LTR_like_02378	Strict non-ONSEN TE background	1635	0.85	10	6.11620795107034
BG_LTR_like_02397	Strict non-ONSEN TE background	409	0.85	13	31.7848410757946
BG_LTR_like_02398	Strict non-ONSEN TE background	405	0.85	4	9.87654320987654
BG_LTR_like_02399	Strict non-ONSEN TE background	1648	0.85	9	5.46116504854369
BG_LTR_like_02400	Strict non-ONSEN TE background	1544	0.85	7	4.53367875647668
BG_LTR_like_02401	Strict non-ONSEN TE background	597	0.85	3	5.0251256281407
BG_LTR_like_02402	Strict non-ONSEN TE background	380	0.85	19	50
BG_LTR_like_02405	Strict non-ONSEN TE background	1191	0.85	5	4.19815281276238
BG_LTR_like_02406	Strict non-ONSEN TE background	483	0.85	5	10.351966873706
BG_LTR_like_02407	Strict non-ONSEN TE background	486	0.85	7	14.40329218107
BG_LTR_like_02408	Strict non-ONSEN TE background	253	0.85	4	15.8102766798419
BG_LTR_like_02409	Strict non-ONSEN TE background	210	0.85	2	9.52380952380952
BG_LTR_like_02410	Strict non-ONSEN TE background	1130	0.85	24	21.2389380530973
BG_LTR_like_02411	Strict non-ONSEN TE background	870	0.85	6	6.89655172413793
BG_LTR_like_02412	Strict non-ONSEN TE background	798	0.85	6	7.5187969924812
BG_LTR_like_02413	Strict non-ONSEN TE background	461	0.85	1	2.16919739696312
BG_LTR_like_02414	Strict non-ONSEN TE background	485	0.85	6	12.3711340206186
BG_LTR_like_02415	Strict non-ONSEN TE background	241	0.85	4	16.597510373444
BG_LTR_like_02416	Strict non-ONSEN TE background	1157	0.85	6	5.18582541054451
BG_LTR_like_02417	Strict non-ONSEN TE background	823	0.85	7	8.50546780072904
BG_LTR_like_02418	Strict non-ONSEN TE background	577	0.85	4	6.93240901213172
BG_LTR_like_02419	Strict non-ONSEN TE background	435	0.85	13	29.8850574712644
BG_LTR_like_02420	Strict non-ONSEN TE background	218	0.85	1	4.58715596330275
BG_LTR_like_02421	Strict non-ONSEN TE background	1690	0.85	8	4.73372781065089
BG_LTR_like_02422	Strict non-ONSEN TE background	506	0.85	6	11.8577075098814
BG_LTR_like_02425	Strict non-ONSEN TE background	369	0.85	1	2.710027100271
BG_LTR_like_02426	Strict non-ONSEN TE background	1442	0.85	7	4.85436893203884
BG_LTR_like_02427	Strict non-ONSEN TE background	1686	0.85	9	5.33807829181495
BG_LTR_like_02428	Strict non-ONSEN TE background	1762	0.85	20	11.3507377979569
BG_LTR_like_02429	Strict non-ONSEN TE background	413	0.85	3	7.26392251815981
BG_LTR_like_02430	Strict non-ONSEN TE background	774	0.85	5	6.45994832041344
BG_LTR_like_02431	Strict non-ONSEN TE background	380	0.85	19	50
BG_LTR_like_02432	Strict non-ONSEN TE background	1191	0.85	5	4.19815281276238
BG_LTR_like_02433	Strict non-ONSEN TE background	483	0.85	5	10.351966873706
BG_LTR_like_02434	Strict non-ONSEN TE background	486	0.85	7	14.40329218107
BG_LTR_like_02435	Strict non-ONSEN TE background	253	0.85	4	15.8102766798419
BG_LTR_like_02436	Strict non-ONSEN TE background	210	0.85	2	9.52380952380952
BG_LTR_like_02437	Strict non-ONSEN TE background	1130	0.85	24	21.2389380530973
BG_LTR_like_02438	Strict non-ONSEN TE background	870	0.85	6	6.89655172413793
BG_LTR_like_02439	Strict non-ONSEN TE background	798	0.85	6	7.5187969924812
BG_LTR_like_02440	Strict non-ONSEN TE background	461	0.85	1	2.16919739696312
BG_LTR_like_02441	Strict non-ONSEN TE background	485	0.85	6	12.3711340206186
BG_LTR_like_02442	Strict non-ONSEN TE background	241	0.85	4	16.597510373444
BG_LTR_like_02443	Strict non-ONSEN TE background	1157	0.85	6	5.18582541054451
BG_LTR_like_02444	Strict non-ONSEN TE background	823	0.85	7	8.50546780072904
BG_LTR_like_02445	Strict non-ONSEN TE background	577	0.85	4	6.93240901213172
BG_LTR_like_02446	Strict non-ONSEN TE background	435	0.85	13	29.8850574712644
BG_LTR_like_02447	Strict non-ONSEN TE background	218	0.85	1	4.58715596330275
BG_LTR_like_02448	Strict non-ONSEN TE background	1690	0.85	8	4.73372781065089
BG_LTR_like_02449	Strict non-ONSEN TE background	506	0.85	6	11.8577075098814
BG_LTR_like_02452	Strict non-ONSEN TE background	369	0.85	1	2.710027100271
BG_LTR_like_02453	Strict non-ONSEN TE background	1442	0.85	7	4.85436893203884
BG_LTR_like_02454	Strict non-ONSEN TE background	1686	0.85	9	5.33807829181495
BG_LTR_like_02455	Strict non-ONSEN TE background	604	0.85	10	16.5562913907285
BG_LTR_like_02456	Strict non-ONSEN TE background	1733	0.85	13	7.50144258511252
BG_LTR_like_02459	Strict non-ONSEN TE background	421	0.85	19	45.1306413301663
BG_LTR_like_02460	Strict non-ONSEN TE background	1682	0.85	14	8.32342449464923
BG_LTR_like_02463	Strict non-ONSEN TE background	473	0.85	1	2.11416490486258
BG_LTR_like_02464	Strict non-ONSEN TE background	1341	0.85	6	4.47427293064877
BG_LTR_like_02465	Strict non-ONSEN TE background	245	0.85	4	16.3265306122449
BG_LTR_like_02466	Strict non-ONSEN TE background	1111	0.85	4	3.6003600360036
BG_LTR_like_02467	Strict non-ONSEN TE background	776	0.85	7	9.02061855670103
BG_LTR_like_02468	Strict non-ONSEN TE background	335	0.85	0	0
BG_LTR_like_02469	Strict non-ONSEN TE background	443	0.85	14	31.6027088036117
BG_LTR_like_02470	Strict non-ONSEN TE background	1612	0.85	8	4.96277915632754
BG_LTR_like_02471	Strict non-ONSEN TE background	506	0.85	2	3.95256916996047
BG_LTR_like_02472	Strict non-ONSEN TE background	211	0.85	0	0
BG_LTR_like_02473	Strict non-ONSEN TE background	1451	0.85	7	4.82425913163336
BG_LTR_like_02474	Strict non-ONSEN TE background	1692	0.85	9	5.31914893617021
BG_LTR_like_02475	Strict non-ONSEN TE background	1801	0.85	11	6.10771793448084
BG_LTR_like_02478	Strict non-ONSEN TE background	1423	0.85	13	9.13562895291637
BG_LTR_like_02479	Strict non-ONSEN TE background	1856	0.85	7	3.77155172413793
BG_LTR_like_02480	Strict non-ONSEN TE background	426	0.85	3	7.04225352112676
BG_LTR_like_02481	Strict non-ONSEN TE background	300	0.85	2	6.66666666666667
BG_LTR_like_02482	Strict non-ONSEN TE background	669	0.85	5	7.47384155455904
BG_LTR_like_02483	Strict non-ONSEN TE background	321	0.85	3	9.34579439252336
BG_LTR_like_02484	Strict non-ONSEN TE background	1525	0.85	5	3.27868852459016
BG_LTR_like_02485	Strict non-ONSEN TE background	874	0.85	1	1.1441647597254
BG_LTR_like_02486	Strict non-ONSEN TE background	1694	0.85	27	15.9386068476978
BG_LTR_like_02489	Strict non-ONSEN TE background	520	0.85	2	3.84615384615385
BG_LTR_like_02494	Strict non-ONSEN TE background	307	0.85	1	3.25732899022801
BG_LTR_like_02495	Strict non-ONSEN TE background	259	0.85	0	0
BG_LTR_like_02496	Strict non-ONSEN TE background	566	0.85	2	3.53356890459364
BG_LTR_like_02499	Strict non-ONSEN TE background	542	0.85	8	14.760147601476
BG_LTR_like_02502	Strict non-ONSEN TE background	1448	0.85	8	5.52486187845304
BG_LTR_like_02503	Strict non-ONSEN TE background	407	0.85	7	17.1990171990172
BG_LTR_like_02507	Strict non-ONSEN TE background	1357	0.85	12	8.84303610906411
BG_LTR_like_02510	Strict non-ONSEN TE background	407	0.85	7	17.1990171990172
BG_LTR_like_02511	Strict non-ONSEN TE background	1978	0.85	11	5.56117290192113
BG_LTR_like_02514	Strict non-ONSEN TE background	1144	0.85	12	10.4895104895105
BG_LTR_like_02515	Strict non-ONSEN TE background	1912	0.85	38	19.8744769874477
BG_LTR_like_02516	Strict non-ONSEN TE background	294	0.85	2	6.80272108843537
BG_LTR_like_02517	Strict non-ONSEN TE background	219	0.85	0	0
BG_LTR_like_02520	Strict non-ONSEN TE background	1116	0.85	22	19.7132616487455
BG_LTR_like_02523	Strict non-ONSEN TE background	941	0.85	14	14.8777895855473
BG_LTR_like_02526	Strict non-ONSEN TE background	1115	0.85	5	4.48430493273543
BG_LTR_like_02527	Strict non-ONSEN TE background	1631	0.85	9	5.51808706315144
BG_LTR_like_02528	Strict non-ONSEN TE background	1194	0.85	19	15.9128978224456
BG_LTR_like_02529	Strict non-ONSEN TE background	1620	0.85	11	6.79012345679012
BG_LTR_like_02530	Strict non-ONSEN TE background	1086	0.85	11	10.1289134438306
BG_LTR_like_02531	Strict non-ONSEN TE background	1305	0.85	4	3.06513409961686
BG_LTR_like_02532	Strict non-ONSEN TE background	1659	0.85	10	6.02772754671489
BG_LTR_like_02535	Strict non-ONSEN TE background	625	0.85	6	9.6
BG_LTR_like_02536	Strict non-ONSEN TE background	926	0.85	6	6.47948164146868
BG_LTR_like_02539	Strict non-ONSEN TE background	254	0.85	1	3.93700787401575
BG_LTR_like_02540	Strict non-ONSEN TE background	1302	0.85	8	6.14439324116743
BG_LTR_like_02541	Strict non-ONSEN TE background	621	0.85	1	1.61030595813205
BG_LTR_like_02542	Strict non-ONSEN TE background	262	0.85	0	0
BG_LTR_like_02543	Strict non-ONSEN TE background	651	0.85	4	6.14439324116743
BG_LTR_like_02544	Strict non-ONSEN TE background	283	0.85	1	3.53356890459364
BG_LTR_like_02545	Strict non-ONSEN TE background	650	0.85	4	6.15384615384615
BG_LTR_like_02546	Strict non-ONSEN TE background	288	0.85	0	0
BG_LTR_like_02549	Strict non-ONSEN TE background	459	0.85	0	0
BG_LTR_like_02550	Strict non-ONSEN TE background	263	0.85	0	0
BG_LTR_like_02551	Strict non-ONSEN TE background	1650	0.85	38	23.030303030303
BG_LTR_like_02552	Strict non-ONSEN TE background	1274	0.85	19	14.9136577708006
BG_LTR_like_02553	Strict non-ONSEN TE background	824	0.85	20	24.2718446601942
BG_LTR_like_02556	Strict non-ONSEN TE background	593	0.85	6	10.1180438448567
BG_LTR_like_02557	Strict non-ONSEN TE background	211	0.85	3	14.218009478673
BG_LTR_like_02558	Strict non-ONSEN TE background	258	0.85	2	7.75193798449612
BG_LTR_like_02559	Strict non-ONSEN TE background	1810	0.85	9	4.97237569060773
BG_LTR_like_02560	Strict non-ONSEN TE background	1157	0.85	7	6.05012964563526
BG_LTR_like_02561	Strict non-ONSEN TE background	1215	0.85	14	11.522633744856
BG_LTR_like_02565	Strict non-ONSEN TE background	1220	0.85	9	7.37704918032787
BG_LTR_like_02566	Strict non-ONSEN TE background	966	0.85	19	19.6687370600414
BG_LTR_like_02567	Strict non-ONSEN TE background	200	0.85	4	20
BG_LTR_like_02568	Strict non-ONSEN TE background	1870	0.85	15	8.02139037433155
BG_LTR_like_02569	Strict non-ONSEN TE background	1866	0.85	9	4.82315112540193
BG_LTR_like_02570	Strict non-ONSEN TE background	518	0.85	2	3.86100386100386
BG_LTR_like_02573	Strict non-ONSEN TE background	1656	0.85	9	5.43478260869565
BG_LTR_like_02574	Strict non-ONSEN TE background	280	0.85	4	14.2857142857143
BG_LTR_like_02577	Strict non-ONSEN TE background	353	0.85	21	59.4900849858357
BG_LTR_like_02578	Strict non-ONSEN TE background	1275	0.85	7	5.49019607843137
BG_LTR_like_02581	Strict non-ONSEN TE background	813	0.85	19	23.370233702337
BG_LTR_like_02582	Strict non-ONSEN TE background	1016	0.85	11	10.8267716535433
BG_LTR_like_02583	Strict non-ONSEN TE background	1943	0.85	6	3.08800823468863
BG_LTR_like_02584	Strict non-ONSEN TE background	1770	0.85	11	6.21468926553672
BG_LTR_like_02585	Strict non-ONSEN TE background	439	0.85	2	4.55580865603645
BG_LTR_like_02586	Strict non-ONSEN TE background	1197	0.85	6	5.0125313283208
BG_LTR_like_02587	Strict non-ONSEN TE background	1128	0.85	7	6.20567375886525
BG_LTR_like_02588	Strict non-ONSEN TE background	1130	0.85	5	4.42477876106195
BG_LTR_like_02589	Strict non-ONSEN TE background	1579	0.85	9	5.69981000633312
BG_LTR_like_02590	Strict non-ONSEN TE background	620	0.85	11	17.741935483871
BG_LTR_like_02593	Strict non-ONSEN TE background	620	0.85	11	17.741935483871
BG_LTR_like_02594	Strict non-ONSEN TE background	366	0.85	2	5.46448087431694
BG_LTR_like_02595	Strict non-ONSEN TE background	1207	0.85	7	5.79950289975145
BG_LTR_like_02596	Strict non-ONSEN TE background	1532	0.85	9	5.87467362924282
BG_LTR_like_02597	Strict non-ONSEN TE background	201	0.85	2	9.9502487562189
BG_LTR_like_02598	Strict non-ONSEN TE background	279	0.85	1	3.584229390681
BG_LTR_like_02599	Strict non-ONSEN TE background	389	0.85	4	10.2827763496144
BG_LTR_like_02602	Strict non-ONSEN TE background	1234	0.85	18	14.5867098865478
BG_LTR_like_02605	Strict non-ONSEN TE background	905	0.85	7	7.73480662983425
BG_LTR_like_02606	Strict non-ONSEN TE background	900	0.85	8	8.88888888888889
BG_LTR_like_02607	Strict non-ONSEN TE background	894	0.85	0	0
BG_LTR_like_02608	Strict non-ONSEN TE background	528	0.85	12	22.7272727272727
BG_LTR_like_02611	Strict non-ONSEN TE background	693	0.85	3	4.32900432900433
BG_LTR_like_02612	Strict non-ONSEN TE background	1292	0.85	4	3.09597523219814
BG_LTR_like_02613	Strict non-ONSEN TE background	248	0.85	1	4.03225806451613
BG_LTR_like_02616	Strict non-ONSEN TE background	537	0.85	1	1.86219739292365
BG_LTR_like_02617	Strict non-ONSEN TE background	845	0.85	9	10.6508875739645
BG_LTR_like_02618	Strict non-ONSEN TE background	316	0.85	7	22.1518987341772
BG_LTR_like_02619	Strict non-ONSEN TE background	345	0.85	3	8.69565217391304
BG_LTR_like_02620	Strict non-ONSEN TE background	1668	0.85	14	8.39328537170264
BG_LTR_like_02621	Strict non-ONSEN TE background	1067	0.85	5	4.68603561387067
BG_LTR_like_02622	Strict non-ONSEN TE background	1362	0.85	10	7.34214390602056
BG_LTR_like_02623	Strict non-ONSEN TE background	1218	0.85	8	6.56814449917898
BG_LTR_like_02624	Strict non-ONSEN TE background	1259	0.85	5	3.9714058776807
BG_LTR_like_02625	Strict non-ONSEN TE background	233	0.85	1	4.29184549356223
BG_LTR_like_02626	Strict non-ONSEN TE background	485	0.85	11	22.680412371134
BG_LTR_like_02627	Strict non-ONSEN TE background	259	0.85	4	15.4440154440154
BG_LTR_like_02632	Strict non-ONSEN TE background	360	0.85	0	0
BG_LTR_like_02633	Strict non-ONSEN TE background	463	0.85	2	4.31965442764579
BG_LTR_like_02634	Strict non-ONSEN TE background	1179	0.85	4	3.39270568278202
BG_LTR_like_02635	Strict non-ONSEN TE background	356	0.85	7	19.6629213483146
BG_LTR_like_02636	Strict non-ONSEN TE background	830	0.85	9	10.8433734939759
BG_LTR_like_02637	Strict non-ONSEN TE background	257	0.85	2	7.78210116731517
BG_LTR_like_02640	Strict non-ONSEN TE background	1210	0.85	5	4.13223140495868
BG_LTR_like_02698	Strict non-ONSEN TE background	201	0.85	6	29.8507462686567
BG_LTR_like_02699	Strict non-ONSEN TE background	920	0.85	6	6.52173913043478
BG_LTR_like_02704	Strict non-ONSEN TE background	1093	0.85	7	6.40439158279963
BG_LTR_like_02705	Strict non-ONSEN TE background	884	0.85	4	4.52488687782805
BG_LTR_like_02706	Strict non-ONSEN TE background	675	0.85	1	1.48148148148148
BG_LTR_like_02712	Strict non-ONSEN TE background	369	0.85	0	0
BG_LTR_like_02713	Strict non-ONSEN TE background	1524	0.85	6	3.93700787401575
BG_LTR_like_02714	Strict non-ONSEN TE background	212	0.85	0	0
